"date","avg_price","city","name","daily_av"
"2021-07-17",131.538252591049,"london",NA,NA
"2021-07-18",129.076768902133,"london",NA,NA
"2021-07-19",129.040823861389,"london",NA,NA
"2021-07-20",129.261188322477,"london",NA,NA
"2021-07-21",129.309594134866,"london",NA,NA
"2021-07-22",129.323927318758,"london",NA,NA
"2021-07-23",131.051306732772,"london",NA,NA
"2021-07-24",131.341965769139,"london",NA,NA
"2021-07-25",128.784804451594,"london",NA,NA
"2021-07-26",128.683799678262,"london",NA,NA
"2021-07-27",128.862061235792,"london",NA,NA
"2021-07-28",128.94591102086,"london",NA,NA
"2021-07-29",129.354861678842,"london",NA,NA
"2021-07-30",131.437893931802,"london",NA,NA
"2021-07-31",131.14272528284,"london",NA,NA
"2021-08-01",128.902410401118,"london",NA,NA
"2021-08-02",129.023246921069,"london",NA,NA
"2021-08-03",128.836493578417,"london",NA,NA
"2021-08-04",128.893707639969,"london",NA,NA
"2021-08-05",129.047680582294,"london",NA,NA
"2021-08-06",130.702708404758,"london",NA,NA
"2021-08-07",130.933265645191,"london",NA,NA
"2021-08-08",128.586500171418,"london",NA,NA
"2021-08-09",128.545478520003,"london",NA,NA
"2021-08-10",128.783644083441,"london",NA,NA
"2021-08-11",128.817980431973,"london",NA,NA
"2021-08-12",128.860782193623,"london",NA,NA
"2021-08-13",130.551267174767,"london",NA,NA
"2021-08-14",130.852910150584,"london",NA,NA
"2021-08-15",128.460178274744,"london",NA,NA
"2021-08-16",128.286043935758,"london",NA,NA
"2021-08-17",128.414726126744,"london",NA,NA
"2021-08-18",128.430246050792,"london",NA,NA
"2021-08-19",128.485403096073,"london",NA,NA
"2021-08-20",130.234737202985,"london",NA,NA
"2021-08-21",130.463949471241,"london",NA,NA
"2021-08-22",128.087884701601,"london",NA,NA
"2021-08-23",127.966402067565,"london",NA,NA
"2021-08-24",128.066510192779,"london",NA,NA
"2021-08-25",128.100319101242,"london",NA,NA
"2021-08-26",128.169215960337,"london",NA,NA
"2021-08-27",130.105712175954,"london",NA,NA
"2021-08-28",131.025778633403,"london",NA,NA
"2021-08-29",128.519422980564,"london",NA,NA
"2021-08-30",128.247408950658,"london",NA,NA
"2021-08-31",127.92720008439,"london",NA,NA
"2021-09-01",127.396990954403,"london",NA,NA
"2021-09-02",127.466085603523,"london",NA,NA
"2021-09-03",129.245628840423,"london",NA,NA
"2021-09-04",129.672248740737,"london",NA,NA
"2021-09-05",127.370566206915,"london",NA,NA
"2021-09-06",127.315923415702,"london",NA,NA
"2021-09-07",127.609443814447,"london",NA,NA
"2021-09-08",128.023141433055,"london",NA,NA
"2021-09-09",128.061499512118,"london",NA,NA
"2021-09-10",135.691790395316,"london",NA,NA
"2021-09-11",137.005142540679,"london",NA,NA
"2021-09-12",132.011906959572,"london",NA,NA
"2021-09-13",128.343745879374,"london",NA,NA
"2021-09-14",128.614494053113,"london",NA,NA
"2021-09-15",128.740407183734,"london",NA,NA
"2021-09-16",129.066773912814,"london",NA,NA
"2021-09-17",130.762019040587,"london",NA,NA
"2021-09-18",132.38735198713,"london",NA,NA
"2021-09-19",128.985178934044,"london",NA,NA
"2021-09-20",128.956196102218,"london",NA,NA
"2021-09-21",129.624752762467,"london",NA,NA
"2021-09-22",129.884965320815,"london",NA,NA
"2021-09-23",129.849587278146,"london",NA,NA
"2021-09-24",132.219942509032,"london",NA,NA
"2021-09-25",132.661001081252,"london",NA,NA
"2021-09-26",129.065428940637,"london",NA,NA
"2021-09-27",128.633284105594,"london",NA,NA
"2021-09-28",128.801919881853,"london",NA,NA
"2021-09-29",128.87590653762,"london",NA,NA
"2021-09-30",128.791450196471,"london",NA,NA
"2021-10-01",132.576768902133,"london",NA,NA
"2021-10-02",133.583533321026,"london",NA,NA
"2021-10-03",129.732825232733,"london",NA,NA
"2021-10-04",128.815804741686,"london",NA,NA
"2021-10-05",129.044199477834,"london",NA,NA
"2021-10-06",129.097404994857,"london",NA,NA
"2021-10-07",128.969052453915,"london",NA,NA
"2021-10-08",130.655449774519,"london",NA,NA
"2021-10-09",130.935019383423,"london",NA,NA
"2021-10-10",128.711358421899,"london",NA,NA
"2021-10-11",128.531527730162,"london",NA,NA
"2021-10-12",128.71803053878,"london",NA,NA
"2021-10-13",128.744639890292,"london",NA,NA
"2021-10-14",128.751153775152,"london",NA,NA
"2021-10-15",130.442469474406,"london",NA,NA
"2021-10-16",130.714575806324,"london",NA,NA
"2021-10-17",128.463870355231,"london",NA,NA
"2021-10-18",128.387220127113,"london",NA,NA
"2021-10-19",128.588016561618,"london",NA,NA
"2021-10-20",128.660882407236,"london",NA,NA
"2021-10-21",128.648922703658,"london",NA,NA
"2021-10-22",130.388354123263,"london",NA,NA
"2021-10-23",130.627825100873,"london",NA,NA
"2021-10-24",128.432184393048,"london",NA,NA
"2021-10-25",128.347925841926,"london",NA,NA
"2021-10-26",128.546849864184,"london",NA,NA
"2021-10-27",128.781811229199,"london",NA,NA
"2021-10-28",128.705780743163,"london",NA,NA
"2021-10-29",130.281652997178,"london",NA,NA
"2021-10-30",130.422360821752,"london",NA,NA
"2021-10-31",128.431577836968,"london",NA,NA
"2021-11-01",127.872069411113,"london",NA,NA
"2021-11-02",128.008267623091,"london",NA,NA
"2021-11-03",127.979429837285,"london",NA,NA
"2021-11-04",127.928123104512,"london",NA,NA
"2021-11-05",129.497362799652,"london",NA,NA
"2021-11-06",129.663664653604,"london",NA,NA
"2021-11-07",127.478612305177,"london",NA,NA
"2021-11-08",127.354597958807,"london",NA,NA
"2021-11-09",127.499762651969,"london",NA,NA
"2021-11-10",127.715551570453,"london",NA,NA
"2021-11-11",127.69181676732,"london",NA,NA
"2021-11-12",129.36075582162,"london",NA,NA
"2021-11-13",129.609878952504,"london",NA,NA
"2021-11-14",127.449075661278,"london",NA,NA
"2021-11-15",127.398731506633,"london",NA,NA
"2021-11-16",127.586922123474,"london",NA,NA
"2021-11-17",127.693491389541,"london",NA,NA
"2021-11-18",127.830124739576,"london",NA,NA
"2021-11-19",129.679830691738,"london",NA,NA
"2021-11-20",129.903504839263,"london",NA,NA
"2021-11-21",127.5287850418,"london",NA,NA
"2021-11-22",127.436825865661,"london",NA,NA
"2021-11-23",127.679237321659,"london",NA,NA
"2021-11-24",127.813062053324,"london",NA,NA
"2021-11-25",128.046718004167,"london",NA,NA
"2021-11-26",129.71447031831,"london",NA,NA
"2021-11-27",130.020095466653,"london",NA,NA
"2021-11-28",127.746881510588,"london",NA,NA
"2021-11-29",127.679052717635,"london",NA,NA
"2021-11-30",128.023141433055,"london",NA,NA
"2021-12-01",128.115496189246,"london",NA,NA
"2021-12-02",128.214101110261,"london",NA,NA
"2021-12-03",130.055473509322,"london",NA,NA
"2021-12-04",130.378767899997,"london",NA,NA
"2021-12-05",128.061156676073,"london",NA,NA
"2021-12-06",127.927318758406,"london",NA,NA
"2021-12-07",128.050278224637,"london",NA,NA
"2021-12-08",127.994949761333,"london",NA,NA
"2021-12-09",128.029853107941,"london",NA,NA
"2021-12-10",129.944249584641,"london",NA,NA
"2021-12-11",130.184050212295,"london",NA,NA
"2021-12-12",128.087133099502,"london",NA,NA
"2021-12-13",128.070268203275,"london",NA,NA
"2021-12-14",128.259197236214,"london",NA,NA
"2021-12-15",128.418879717292,"london",NA,NA
"2021-12-16",128.874917587489,"london",NA,NA
"2021-12-17",130.836612252433,"london",NA,NA
"2021-12-18",131.65916822701,"london",NA,NA
"2021-12-19",130.108072470266,"london",NA,NA
"2021-12-20",130.211332049896,"london",NA,NA
"2021-12-21",130.684577652364,"london",NA,NA
"2021-12-22",130.945317650782,"london",NA,NA
"2021-12-23",138.491877422928,"london",NA,NA
"2021-12-24",140.900010548801,"london",NA,NA
"2021-12-25",141.277064268573,"london",NA,NA
"2021-12-26",138.701495292597,"london",NA,NA
"2021-12-27",138.716026266515,"london",NA,NA
"2021-12-28",139.681848150004,"london",NA,NA
"2021-12-29",139.374838471479,"london",NA,NA
"2021-12-30",139.906827711701,"london",NA,NA
"2021-12-31",144.017075872254,"london",NA,NA
"2022-01-01",141.160447269179,"london",NA,NA
"2022-01-02",137.818283710013,"london",NA,NA
"2022-01-03",130.441493710277,"london",NA,NA
"2022-01-04",129.39969408476,"london",NA,NA
"2022-01-05",129.338049526623,"london",NA,NA
"2022-01-06",128.619715709802,"london",NA,NA
"2022-01-07",129.9916664469,"london",NA,NA
"2022-01-08",130.042340251589,"london",NA,NA
"2022-01-09",128.238086447427,"london",NA,NA
"2022-01-10",127.85159155041,"london",NA,NA
"2022-01-11",127.740037975685,"london",NA,NA
"2022-01-12",127.776259922466,"london",NA,NA
"2022-01-13",127.625649410586,"london",NA,NA
"2022-01-14",129.062752182283,"london",NA,NA
"2022-01-15",129.231387958543,"london",NA,NA
"2022-01-16",127.235106411034,"london",NA,NA
"2022-01-17",127.131082043303,"london",NA,NA
"2022-01-18",127.257694032016,"london",NA,NA
"2022-01-19",127.440241040112,"london",NA,NA
"2022-01-20",127.506065560801,"london",NA,NA
"2022-01-21",128.940359714127,"london",NA,NA
"2022-01-22",129.065244336612,"london",NA,NA
"2022-01-23",127.374825285477,"london",NA,NA
"2022-01-24",127.323347134682,"london",NA,NA
"2022-01-25",127.299150821488,"london",NA,NA
"2022-01-26",127.45143595559,"london",NA,NA
"2022-01-27",127.571956011498,"london",NA,NA
"2022-01-28",129.168622590258,"london",NA,NA
"2022-01-29",129.462222105013,"london",NA,NA
"2022-01-30",127.73401197289,"london",NA,NA
"2022-01-31",127.768242833408,"london",NA,NA
"2022-02-01",128.184894116406,"london",NA,NA
"2022-02-02",128.25431841557,"london",NA,NA
"2022-02-03",128.377106463778,"london",NA,NA
"2022-02-04",129.841148237032,"london",NA,NA
"2022-02-05",130.111540388723,"london",NA,NA
"2022-02-06",128.38757614916,"london",NA,NA
"2022-02-07",128.302473693927,"london",NA,NA
"2022-02-08",131.345789709644,"london",NA,NA
"2022-02-09",131.375484585564,"london",NA,NA
"2022-02-10",131.47977267333,"london",NA,NA
"2022-02-11",132.87977003613,"london",NA,NA
"2022-02-12",133.02682032754,"london",NA,NA
"2022-02-13",131.344484295472,"london",NA,NA
"2022-02-14",131.281389277143,"london",NA,NA
"2022-02-15",131.380666684248,"london",NA,NA
"2022-02-16",131.438658719903,"london",NA,NA
"2022-02-17",131.441691500303,"london",NA,NA
"2022-02-18",132.931538278963,"london",NA,NA
"2022-02-19",133.152548854136,"london",NA,NA
"2022-02-20",131.480366043408,"london",NA,NA
"2022-02-21",131.568817743084,"london",NA,NA
"2022-02-22",131.669347820354,"london",NA,NA
"2022-02-23",131.739550093621,"london",NA,NA
"2022-02-24",131.833803634062,"london",NA,NA
"2022-02-25",133.22250059337,"london",NA,NA
"2022-02-26",133.341161423033,"london",NA,NA
"2022-02-27",131.688141984995,"london",NA,NA
"2022-02-28",131.58003138227,"london",NA,NA
"2022-03-01",131.885309669168,"london",NA,NA
"2022-03-02",131.915333799233,"london",NA,NA
"2022-03-03",132.036023681747,"london",NA,NA
"2022-03-04",133.466699191709,"london",NA,NA
"2022-03-05",133.697343704527,"london",NA,NA
"2022-03-06",133.016922550083,"london",NA,NA
"2022-03-07",146.827601999924,"london",NA,NA
"2022-03-08",129.064207608663,"london",NA,NA
"2022-03-09",112.656354801177,"london",NA,NA
"2022-03-10",125.760396361274,"london",NA,NA
"2022-03-11",74.6240601503759,"london",NA,NA
"2022-03-12",69.1176470588235,"london",NA,NA
"2022-03-13",82.7142857142857,"london",NA,NA
"2022-03-14",88.8571428571429,"london",NA,NA
"2022-03-15",44,"london",NA,NA
"2021-03-07",94.4948647653341,"london",NA,NA
"2021-03-06",106.015258215962,"london",NA,NA
"2021-03-05",121.779591836735,"london",NA,NA
"2021-03-08",123.83873231201,"madrid",NA,8.42
"2021-03-09",123.068653565864,"madrid",NA,8.58
"2021-03-10",124.048298738503,"madrid",NA,7.54
"2021-03-11",124.757852942655,"madrid",NA,10.98
"2021-03-12",132.244488877781,"madrid",NA,10.29
"2021-03-13",133.534866283429,"madrid",NA,7.81
"2021-03-14",128.305523619095,"madrid",NA,8.69
"2021-03-15",128.347763059235,"madrid",NA,10.52
"2021-03-16",128.284028992752,"madrid",NA,11.79
"2021-03-17",128.339715071232,"madrid",NA,12.49
"2021-03-18",128.77375656086,"madrid",NA,8.25
"2021-03-19",135.592651837041,"madrid","Father's Day",6.9
"2021-03-20",135.95696075981,"madrid","March Equinox",6.61
"2021-03-21",130.377155711072,"madrid",NA,7
"2021-03-22",130.775906023494,"madrid",NA,8.12
"2021-03-23",130.445838540365,"madrid",NA,9.44
"2021-03-24",130.57695576106,"madrid",NA,11.42
"2021-03-25",131.408397900525,"madrid",NA,12.13
"2021-03-26",137.272531867033,"madrid",NA,12.35
"2021-03-27",137.721569607598,"madrid",NA,11.9
"2021-03-28",132.578805298675,"madrid","Palm Sunday",12.83
"2021-03-28",132.578805298675,"madrid","Start of Daylight Saving Time",12.83
"2021-03-29",133.237840539865,"madrid",NA,14.1
"2021-03-30",133.373506623344,"madrid",NA,15.17
"2021-03-31",134.435741064734,"madrid",NA,14.88
"2021-04-01",143.397850537366,"madrid","Maundy Thursday",16.19
"2021-04-02",147.725468632842,"madrid","Good Friday",13.17
"2021-04-03",147.965458635341,"madrid",NA,12.16
"2021-04-04",141.473981504624,"madrid","Easter",12.5
"2021-04-05",139.579605098725,"madrid",NA,13.69
"2021-04-06",139.425093726568,"madrid",NA,14.29
"2021-04-07",139.623544113972,"madrid",NA,12.25
"2021-04-08",139.882729317671,"madrid",NA,12.81
"2021-04-09",144.851987003249,"madrid",NA,10.18
"2021-04-10",145.13776555861,"madrid",NA,12.35
"2021-04-11",139.699925018745,"madrid",NA,12.1
"2021-04-12",139.608747813047,"madrid",NA,10.06
"2021-04-13",139.679080229943,"madrid",NA,10.77
"2021-04-14",139.999050237441,"madrid",NA,14.56
"2021-04-15",139.621294676331,"madrid",NA,13.48
"2021-04-16",144.824543864034,"madrid",NA,12.04
"2021-04-17",145.235791052237,"madrid",NA,9.38
"2021-04-18",139.163909022744,"madrid",NA,10.81
"2021-04-19",139.052386903274,"madrid",NA,13.42
"2021-04-20",139.038490377406,"madrid",NA,13.51
"2021-04-21",139.115421144714,"madrid",NA,13.1
"2021-04-22",139.492176955761,"madrid",NA,12.8
"2021-04-23",144.996050987253,"madrid",NA,13.58
"2021-04-24",145.430542364409,"madrid",NA,12.71
"2021-04-25",139.501524618845,"madrid",NA,11.18
"2021-04-26",139.422694326418,"madrid",NA,13.9
"2021-04-27",139.443639090227,"madrid",NA,13.24
"2021-04-28",139.529317670582,"madrid",NA,13.65
"2021-04-29",139.938515371157,"madrid",NA,13.82
"2021-04-30",146.277480629843,"madrid",NA,11.52
"2021-05-01",153.629092726818,"madrid","Labor Day",11.81
"2021-05-02",148.433641589603,"madrid","Mother's Day",12.49
"2021-05-03",144.674231442139,"madrid",NA,13.18
"2021-05-04",144.588602849288,"madrid",NA,14.5
"2021-05-05",144.726518370407,"madrid",NA,17.04
"2021-05-06",145.113571607098,"madrid",NA,18.73
"2021-05-07",150.384503874031,"madrid",NA,19.83
"2021-05-08",150.857635591102,"madrid",NA,20.23
"2021-05-09",145.155861034741,"madrid",NA,15.82
"2021-05-10",144.818745313672,"madrid",NA,12.42
"2021-05-11",144.699925018745,"madrid",NA,13.5
"2021-05-12",144.741714571357,"madrid",NA,15.65
"2021-05-13",145.279030242439,"madrid",NA,15.79
"2021-05-14",150.516620844789,"madrid",NA,17.6
"2021-05-15",150.860234941265,"madrid",NA,20.21
"2021-05-16",145.007598100475,"madrid",NA,21.42
"2021-05-17",144.81344663834,"madrid",NA,19.88
"2021-05-18",144.991252186953,"madrid",NA,20.17
"2021-05-19",145.760909772557,"madrid",NA,19.17
"2021-05-20",146.029692576856,"madrid",NA,20
"2021-05-21",150.955461134716,"madrid",NA,22.06
"2021-05-22",151.317270682329,"madrid",NA,18.69
"2021-05-23",145.411447138215,"madrid","Pentecost",14.33
"2021-05-24",144.799300174956,"madrid","Pentecost Monday",15.92
"2021-05-25",144.710772306923,"madrid",NA,19.15
"2021-05-26",144.903424143964,"madrid",NA,20.5
"2021-05-27",145.262634341415,"madrid",NA,21.44
"2021-05-28",150.729817545614,"madrid",NA,21.04
"2021-05-29",151.590102474381,"madrid",NA,22.94
"2021-05-30",146.107373156711,"madrid",NA,25.04
"2021-05-31",145.525868532867,"madrid",NA,23.69
"2021-06-01",153.066433391652,"madrid",NA,20.28
"2021-06-02",153.754411397151,"madrid",NA,19.98
"2021-06-03",154.273781554611,"madrid",NA,23.46
"2021-06-04",159.292726818295,"madrid",NA,22.85
"2021-06-05",159.764058985254,"madrid",NA,18.74
"2021-06-06",154.024743814046,"madrid",NA,21.88
"2021-06-07",153.902174456386,"madrid",NA,24.88
"2021-06-08",153.902374406398,"madrid",NA,26.6
"2021-06-09",154.046688327918,"madrid",NA,26.65
"2021-06-10",154.348762809298,"madrid",NA,27.48
"2021-06-11",159.208447888028,"madrid",NA,24.98
"2021-06-12",159.683629092727,"madrid",NA,24.54
"2021-06-13",154.156610847288,"madrid",NA,25.94
"2021-06-14",153.956460884779,"madrid",NA,26.94
"2021-06-15",153.890477380655,"madrid",NA,27.42
"2021-06-16",154.977105723569,"madrid",NA,25.19
"2021-06-17",155.85328667833,"madrid",NA,18.02
"2021-06-18",161.17775556111,"madrid",NA,20.42
"2021-06-19",161.420394901275,"madrid",NA,19.81
"2021-06-20",156.004248937766,"madrid",NA,18.15
"2021-06-21",156.344563859035,"madrid","June Solstice",18.92
"2021-06-22",156.400599850037,"madrid",NA,18.1
"2021-06-23",156.699925018745,"madrid",NA,19.42
"2021-06-24",157.090427393152,"madrid",NA,21.27
"2021-06-25",162.982504373907,"madrid",NA,24.77
"2021-06-26",163.374006498375,"madrid",NA,26.4
"2021-06-27",157.948612846788,"madrid",NA,25.56
"2021-06-28",157.708922769308,"madrid",NA,22.1
"2021-06-29",157.863784053987,"madrid",NA,23.71
"2021-06-30",157.747013246688,"madrid",NA,25.85
"2021-07-01",160.927668082979,"madrid",NA,26.37
"2021-07-02",165.834391402149,"madrid",NA,27.04
"2021-07-03",166.053886528368,"madrid",NA,26.69
"2021-07-04",160.597000749813,"madrid",NA,27.35
"2021-07-05",158.7744063984,"madrid",NA,27.52
"2021-07-06",158.799000249938,"madrid",NA,21.21
"2021-07-07",159.224843789053,"madrid",NA,19.96
"2021-07-08",159.457235691077,"madrid",NA,22.62
"2021-07-09",163.918670332417,"madrid",NA,25.58
"2021-07-10",164.121519620095,"madrid",NA,28.83
"2021-07-11",158.262784303924,"madrid",NA,31.15
"2021-07-12",157.65903524119,"madrid",NA,24.79
"2021-07-13",157.595101224694,"madrid",NA,21.21
"2021-07-14",157.613146713322,"madrid",NA,22.27
"2021-07-15",157.6271932017,"madrid",NA,24.19
"2021-07-16",161.830342414396,"madrid",NA,27.83
"2021-07-17",162.025293676581,"madrid",NA,30.04
"2021-07-18",157.274231442139,"madrid",NA,29.69
"2021-07-19",157.175956010997,"madrid",NA,28.4
"2021-07-20",157.124018995251,"madrid",NA,29
"2021-07-21",157.210797300675,"madrid",NA,28.96
"2021-07-22",157.351762059485,"madrid",NA,30.12
"2021-07-23",161.409647588103,"madrid",NA,27.71
"2021-07-24",161.619595101225,"madrid",NA,24.98
"2021-07-25",157.141664583854,"madrid",NA,24.06
"2021-07-26",157.002249437641,"madrid",NA,23.67
"2021-07-27",156.981654586353,"madrid",NA,27.31
"2021-07-28",156.973656585854,"madrid",NA,28.58
"2021-07-29",157.158510372407,"madrid",NA,29.44
"2021-07-30",161.803849037741,"madrid",NA,29
"2021-07-31",161.917020744814,"madrid",NA,22.21
"2021-08-01",158.570957260685,"madrid",NA,20.54
"2021-08-02",159.035541114721,"madrid",NA,23.21
"2021-08-03",159.051137215696,"madrid",NA,25.67
"2021-08-04",159.09727568108,"madrid",NA,27.29
"2021-08-05",159.848337915521,"madrid",NA,27.08
"2021-08-06",163.810347413147,"madrid",NA,27.33
"2021-08-07",163.956110972257,"madrid",NA,25.02
"2021-08-08",159.538115471132,"madrid",NA,24.04
"2021-08-09",159.505073731567,"madrid",NA,27.85
"2021-08-10",159.798500374906,"madrid",NA,29.46
"2021-08-11",159.810097475631,"madrid",NA,31
"2021-08-12",159.992701824544,"madrid",NA,30.75
"2021-08-13",164.238090477381,"madrid",NA,32.46
"2021-08-14",164.356610847288,"madrid",NA,32.77
"2021-08-15",160.09152711822,"madrid","Assumption of Mary",31.94
"2021-08-16",159.822644338915,"madrid",NA,28.25
"2021-08-17",159.79920019995,"madrid",NA,25.56
"2021-08-18",159.854736315921,"madrid",NA,26.69
"2021-08-19",159.629542614346,"madrid",NA,27.27
"2021-08-20",163.975756060985,"madrid",NA,27.46
"2021-08-21",164.169557610597,"madrid",NA,26.79
"2021-08-22",159.508722819295,"madrid",NA,28.06
"2021-08-23",159.481129717571,"madrid",NA,29.06
"2021-08-24",159.568857785554,"madrid",NA,26.35
"2021-08-25",159.609797550612,"madrid",NA,25.22
"2021-08-26",159.785553611597,"madrid",NA,25.83
"2021-08-27",164.287028242939,"madrid",NA,27.67
"2021-08-28",165.45183704074,"madrid",NA,26.4
"2021-08-29",160.744613846538,"madrid",NA,25.69
"2021-08-30",160.691277180705,"madrid",NA,25.85
"2021-08-31",161.206148462884,"madrid",NA,25.58
"2021-09-01",177.568757810547,"madrid",NA,19.76
"2021-09-02",178.37775556111,"madrid",NA,19.18
"2021-09-03",186.699125218695,"madrid",NA,22.44
"2021-09-04",186.94176455886,"madrid",NA,23.29
"2021-09-05",182.309322669333,"madrid",NA,24.65
"2021-09-06",181.95856035991,"madrid",NA,26.31
"2021-09-07",182.300774806298,"madrid",NA,26.53
"2021-09-08",182.135666083479,"madrid",NA,24.02
"2021-09-09",197.877980504874,"madrid",NA,23.17
"2021-09-10",202.552261934516,"madrid",NA,24
"2021-09-11",202.782504373907,"madrid",NA,21.65
"2021-09-12",198.508722819295,"madrid",NA,23.29
"2021-09-13",198.473981504624,"madrid",NA,21.28
"2021-09-14",198.658685328668,"madrid",NA,18.04
"2021-09-15",199.017645588603,"madrid",NA,19.52
"2021-09-16",199.58622413276,"madrid",NA,20.06
"2021-09-17",203.832950114966,"madrid",NA,21.29
"2021-09-18",204.146905928222,"madrid",NA,20.33
"2021-09-19",199.32955113466,"madrid",NA,18.34
"2021-09-20",199.106917924623,"madrid",NA,17.85
"2021-09-21",199.25022493252,"madrid",NA,16.83
"2021-09-22",199.964310706788,"madrid","September Equinox",16.44
"2021-09-23",200.507197840648,"madrid",NA,19.4
"2021-09-24",205.604968509447,"madrid",NA,19.51
"2021-09-25",205.802709187244,"madrid",NA,18.76
"2021-09-26",200.98455463361,"madrid",NA,18.44
"2021-09-27",200.626512046386,"madrid",NA,18.42
"2021-09-28",200.677796661002,"madrid",NA,18.83
"2021-09-29",201.306158152554,"madrid",NA,18.29
"2021-09-30",201.529691092672,"madrid",NA,18.5
"2021-10-01",205.74522643207,"madrid",NA,17.71
"2021-10-02",206.120213935819,"madrid",NA,18.67
"2021-10-03",202.402279316205,"madrid",NA,16.22
"2021-10-04",202.876087173848,"madrid",NA,12.56
"2021-10-05",204.324702589223,"madrid",NA,19.47
"2021-10-06",204.163101069679,"madrid",NA,17.31
"2021-10-07",204.113915825252,"madrid",NA,16.19
"2021-10-08",207.605618314506,"madrid",NA,17.49
"2021-10-09",207.909677096871,"madrid",NA,15.98
"2021-10-10",202.650404878536,"madrid",NA,16.26
"2021-10-11",202.378136559032,"madrid",NA,16.12
"2021-10-12",201.854643606918,"madrid","Hispanic Heritage Day",16.46
"2021-10-13",201.022943117065,"madrid",NA,16.06
"2021-10-14",201.223133060082,"madrid",NA,14.52
"2021-10-15",204.495851244627,"madrid",NA,15.9
"2021-10-16",204.425022493252,"madrid",NA,14.5
"2021-10-17",201.233479956013,"madrid",NA,17.42
"2021-10-18",200.958312506248,"madrid",NA,16.79
"2021-10-19",200.959562131361,"madrid",NA,17.73
"2021-10-20",201.096371088673,"madrid",NA,17.83
"2021-10-21",201.356343097071,"madrid",NA,16.65
"2021-10-22",204.557232830151,"madrid",NA,15.23
"2021-10-23",204.6699990003,"madrid",NA,11.96
"2021-10-24",200.822103368989,"madrid",NA,11.33
"2021-10-25",200.550784764571,"madrid",NA,11.58
"2021-10-26",200.587573727882,"madrid",NA,13.15
"2021-10-27",200.866590022993,"madrid",NA,12.31
"2021-10-28",201.153803858842,"madrid",NA,12.98
"2021-10-29",205.616615015495,"madrid",NA,13.88
"2021-10-30",205.701289613116,"madrid",NA,16.52
"2021-10-31",202.181395581326,"madrid","End of Daylight Saving Time",17.09
"2021-11-01",200.214185744277,"madrid","All Saints' Day",15.08
"2021-11-02",199.657652704189,"madrid",NA,10.8
"2021-11-03",199.765370388883,"madrid",NA,9.85
"2021-11-04",200.098020593822,"madrid",NA,7.06
"2021-11-05",203.319254223733,"madrid",NA,8.12
"2021-11-06",203.293561931421,"madrid",NA,7.44
"2021-11-07",199.620963710887,"madrid",NA,6.94
"2021-11-08",199.327351794462,"madrid",NA,9.94
"2021-11-09",199.20833749875,"madrid",NA,9.42
"2021-11-10",199.323602919124,"madrid",NA,7.77
"2021-11-11",199.57032890133,"madrid",NA,7.21
"2021-11-12",202.806757972608,"madrid",NA,9.71
"2021-11-13",202.867689693092,"madrid",NA,9
"2021-11-14",199.251674497651,"madrid",NA,9.31
"2021-11-15",199.090572828152,"madrid",NA,10.79
"2021-11-16",199.078726382085,"madrid",NA,6.77
"2021-11-17",199.085374387684,"madrid",NA,8.73
"2021-11-18",199.319204238728,"madrid",NA,7.19
"2021-11-19",202.58822353294,"madrid",NA,9.96
"2021-11-20",202.784464660602,"madrid",NA,10.33
"2021-11-21",199.174597620714,"madrid",NA,10.24
"2021-11-22",199.093022093372,"madrid",NA,7.25
"2021-11-23",199.101169649105,"madrid",NA,4.94
"2021-11-24",199.106368089573,"madrid",NA,4.13
"2021-11-25",199.358292512246,"madrid",NA,5.42
"2021-11-26",202.519494151754,"madrid",NA,5.21
"2021-11-27",202.663950814756,"madrid",NA,5.29
"2021-11-28",199.071678496451,"madrid",NA,4.9
"2021-11-29",198.964510646806,"madrid",NA,10.31
"2021-11-30",198.963810856743,"madrid",NA,5.6
"2021-12-01",199.455713286014,"madrid",NA,3.7
"2021-12-02",199.572978106568,"madrid",NA,5.62
"2021-12-03",205.519144256723,"madrid",NA,5.19
"2021-12-04",205.965010496851,"madrid",NA,5.46
"2021-12-05",203.448515445366,"madrid",NA,9.21
"2021-12-06",201.806757972608,"madrid","Day of the Constitution",8.48
"2021-12-07",200.712236329101,"madrid",NA,6.93
"2021-12-08",199.899530140958,"madrid","Feast of the Immaculate Conception",7.82
"2021-12-09",199.47410776767,"madrid",NA,9.77
"2021-12-10",202.627211836449,"madrid",NA,12.48
"2021-12-11",202.746176147156,"madrid",NA,10.44
"2021-12-12",199.271768469459,"madrid",NA,6.79
"2021-12-13",199.203089073278,"madrid",NA,5.29
"2021-12-14",199.204288713386,"madrid",NA,6.33
"2021-12-15",200.70043986804,"madrid",NA,6.02
"2021-12-16",201.417124862541,"madrid",NA,4.33
"2021-12-17",204.586873937819,"madrid",NA,3.65
"2021-12-18",205.15755273418,"madrid",NA,4.96
"2021-12-19",202.042387283815,"madrid",NA,7.48
"2021-12-20",202.354043786864,"madrid",NA,4.75
"2021-12-21",202.445766270119,"madrid","December Solstice",7.83
"2021-12-22",202.745276417075,"madrid",NA,9.33
"2021-12-23",204.19089273218,"madrid",NA,8.29
"2021-12-24",209.069679096271,"madrid","Christmas Eve",10.62
"2021-12-25",209.10821753474,"madrid","Christmas Day",9.27
"2021-12-26",206.702389283215,"madrid",NA,9.92
"2021-12-27",207.37288813356,"madrid",NA,13.02
